门店名称,大类名称,子类名称,菜品编码,菜品短编码,菜品名称,规格,出品分量(kg),损耗,物料单位,物料号,物料描述,单位
加拿大二店,,,13100029,1001918,鲜橙大果粒乳酸菌,杯,,,,4518891,,杯
加拿大二店,,,13100029,1001918,鲜橙大果粒乳酸菌,杯,,,,4512206,,杯
加拿大二店,,,13100029,1001918,鲜橙大果粒乳酸菌,杯,,,,4519078,,杯
加拿大二店,,,13100029,1001918,鲜橙大果粒乳酸菌,杯,,,,1500776,橙子（40LB/箱）,杯
加拿大二店,,,13100029,1004231,鲜橙大果粒乳酸菌,扎,,,,4518891,,杯
加拿大二店,,,13100029,1004231,鲜橙大果粒乳酸菌,扎,,,,4512206,,杯
加拿大二店,,,13100029,1004231,鲜橙大果粒乳酸菌,扎,,,,4519078,,杯
加拿大二店,,,13100029,1004231,鲜橙大果粒乳酸菌,扎,,,,1500776,橙子（40LB/箱）,杯
加拿大二店,荤菜,河/海鲜类,9020518,31869,温哥华蟹(时价/每磅),磅,,,,1501193,BC肉蟹（LB）,82.48
加拿大二店,荤菜,河/海鲜类,9030189,33253,象拔蚌(时价/每磅),整份,,,,4504673,象拔蚌（LB）,份
加拿大二店,,,9030334,32337,精品生蚝,整份,,,,4517418,,份
加拿大二店,荤菜,河/海鲜类,9030399,32429,龙虾（时价/每磅）,只,,,,4503595,龙虾（LB）,58.99
加拿大二店,套餐,套餐类,3010184,20187,儿童套餐,整份,,,,,,
加拿大二店,素菜,豆面制品,3010027,20027,捞派捞面,条,,,,4017892,捞面面节（三全，2.5KG*4包/件）,
加拿大二店,0,0,10010285,40303,菠菜捞面,条,,,,,,
加拿大二店,素菜,蔬菜类,10140009,69009,蔬菜拼盘,整份,,,,,,
加拿大二店,素菜,菌类,10020017,41017,菌类拼盘,整份,,,,,,
加拿大二店,荤菜,丸滑类,9020154,31157,丸类拼盘,整份,,,,,,8.19
加拿大二店,荤菜,丸滑类,70001698,79582,手工现做牛筋丸,整份,,,,4515419,去肥黄瓜条（LB）,10.95
加拿大二店,荤菜,丸滑类,70001698,79583,手工现做牛筋丸（半）,半份,,,,4515419,去肥黄瓜条（LB）,10.95
加拿大二店,,,10020473,41507,8秒菠菜苗,整份,,,,,,
加拿大二店,,,10020473,41508,8秒菠菜苗(半),半份,,,,,,
加拿大二店,荤菜,河/海鲜类,9030373,32391,大满足海陆拼盘,整份,,,,,,
加拿大二店,,,9010191,30227,A5宫崎和牛,整份,,,,4502210,,份
加拿大三店,锅底类,单锅类,1060066,10016,番茄火锅,单锅,,,,3002745,番茄火锅底料（300G*40包/件，加拿大内用）,锅
加拿大三店,锅底类,单锅类,1060066,13066,番茄火锅,拼锅,,,,3002745,番茄火锅底料（300G*40包/件，加拿大内用）,锅
加拿大三店,锅底类,单锅类,1060066,13102,番茄火锅,四宫格,,,,3002745,番茄火锅底料（300G*40包/件，加拿大内用）,锅
加拿大三店,锅底类,拼锅类,1060061,10004,清油麻辣火锅,单锅,,,,3000759,清油底料（300G*40包/件）,锅
加拿大三店,锅底类,拼锅类,1060061,13061,清油麻辣火锅,拼锅,,,,3000759,清油底料（300G*40包/件）,锅
加拿大三店,锅底类,拼锅类,1060061,13105,清油麻辣火锅,四宫格,,,,3000759,清油底料（300G*40包/件）,锅
加拿大三店,锅底类,拼锅类,1060061,10004,清油麻辣火锅,单锅,,,,3002747,无渣调味粉（28G*120包/件，加拿大内用）,锅
加拿大三店,锅底类,拼锅类,1060061,13061,清油麻辣火锅,拼锅,,,,3002747,无渣调味粉（28G*120包/件，加拿大内用）,锅
加拿大三店,锅底类,拼锅类,1060061,13105,清油麻辣火锅,四宫格,,,,3002747,无渣调味粉（28G*120包/件，加拿大内用）,锅
加拿大三店,锅底类,单锅类,1060064,10090,经典麻辣火锅,单锅,,,,3003393,清油麻辣火锅底料（250G*30包/件）_加拿大版,锅
加拿大三店,锅底类,单锅类,1060064,13064,经典麻辣火锅,拼锅,,,,3003393,清油麻辣火锅底料（250G*30包/件）_加拿大版,锅
加拿大三店,锅底类,单锅类,1060064,13104,经典麻辣火锅,四宫格,,,,3003393,清油麻辣火锅底料（250G*30包/件）_加拿大版,锅
加拿大三店,锅底类,单锅类,1060064,10090,经典麻辣火锅,单锅,,,,1003028,牛油（20KG/件）,锅
加拿大三店,锅底类,单锅类,1060064,13064,经典麻辣火锅,拼锅,,,,1003028,牛油（20KG/件）,锅
加拿大三店,锅底类,单锅类,1060064,13104,经典麻辣火锅,四宫格,,,,1003028,牛油（20KG/件）,锅
加拿大三店,锅底类,单锅类,1060064,10090,经典麻辣火锅,单锅,,,,3002747,无渣调味粉（28G*120包/件，加拿大内用）,锅
加拿大三店,锅底类,单锅类,1060064,13064,经典麻辣火锅,拼锅,,,,3002747,无渣调味粉（28G*120包/件，加拿大内用）,锅
加拿大三店,锅底类,单锅类,1060064,13104,经典麻辣火锅,四宫格,,,,3002747,无渣调味粉（28G*120包/件，加拿大内用）,锅
加拿大三店,锅底类,四宫格类,70000769,77535,寿喜锅底,单锅,,,,1501618,日式味淋MIRIN（20L/箱）,锅
加拿大三店,锅底类,四宫格类,70000769,77536,寿喜锅底,拼锅,,,,1501618,日式味淋MIRIN（20L/箱）,锅
加拿大三店,锅底类,四宫格类,70000769,77523,寿喜锅底,四宫格,,,,1501618,日式味淋MIRIN（20L/箱）,锅
加拿大三店,锅底类,四宫格类,70000769,77535,寿喜锅底,单锅,,,,4514785,日本酱油（32OZ*6瓶/箱）,锅
加拿大三店,锅底类,四宫格类,70000769,77536,寿喜锅底,拼锅,,,,4514785,日本酱油（32OZ*6瓶/箱）,锅
加拿大三店,锅底类,四宫格类,70000769,77523,寿喜锅底,四宫格,,,,4514785,日本酱油（32OZ*6瓶/箱）,锅
加拿大三店,锅底类,四宫格类,70000769,77535,寿喜锅底,单锅,,,,1501029,美极鲜酱油（800ML*6瓶/箱）,锅
加拿大三店,锅底类,四宫格类,70000769,77536,寿喜锅底,拼锅,,,,1501029,美极鲜酱油（800ML*6瓶/箱）,锅
加拿大三店,锅底类,四宫格类,70000769,77523,寿喜锅底,四宫格,,,,1501029,美极鲜酱油（800ML*6瓶/箱）,锅
加拿大三店,锅底类,四宫格类,70000769,77535,寿喜锅底,单锅,,,,1003028,牛油（20KG/件）,锅
加拿大三店,锅底类,四宫格类,70000769,77536,寿喜锅底,拼锅,,,,1003028,牛油（20KG/件）,锅
加拿大三店,锅底类,四宫格类,70000769,77523,寿喜锅底,四宫格,,,,1003028,牛油（20KG/件）,锅
加拿大三店,锅底类,单锅类,1060062,10002,三鲜猪骨火锅,单锅,,,,1501252,猪棒骨（KG）,锅
加拿大三店,锅底类,单锅类,1060062,13062,三鲜猪骨火锅,拼锅,,,,1501252,猪棒骨（KG）,锅
加拿大三店,锅底类,单锅类,1060062,13103,三鲜猪骨火锅,四宫格,,,,1501252,猪棒骨（KG）,锅
加拿大三店,锅底类,单锅类,1060062,10002,三鲜猪骨火锅,单锅,,,,1500882,三花淡奶（354ML*48瓶/箱）,锅
加拿大三店,锅底类,单锅类,1060062,13062,三鲜猪骨火锅,拼锅,,,,1500882,三花淡奶（354ML*48瓶/箱）,锅
加拿大三店,锅底类,单锅类,1060062,13103,三鲜猪骨火锅,四宫格,,,,1500882,三花淡奶（354ML*48瓶/箱）,锅
加拿大三店,锅底类,单锅类,1060062,10002,三鲜猪骨火锅,单锅,,,,1500059,三鲜粉TLTF-20（10KG*2包/件）,锅
加拿大三店,锅底类,单锅类,1060062,13062,三鲜猪骨火锅,拼锅,,,,1500059,三鲜粉TLTF-20（10KG*2包/件）,锅
加拿大三店,锅底类,单锅类,1060062,13103,三鲜猪骨火锅,四宫格,,,,1500059,三鲜粉TLTF-20（10KG*2包/件）,锅
加拿大三店,锅底类,拼锅类,90000413,97684,冬阴功锅底,单锅,,,,1500703,带头南美白虾（30-40，4LB*6包/箱 ）,锅
加拿大三店,锅底类,拼锅类,90000413,97685,冬阴功锅底,拼锅,,,,1500703,带头南美白虾（30-40，4LB*6包/箱 ）,锅
加拿大三店,锅底类,拼锅类,90000413,97686,冬阴功锅底,四宫格,,,,1500703,带头南美白虾（30-40，4LB*6包/箱 ）,锅
加拿大三店,锅底类,拼锅类,90000413,97684,冬阴功锅底,单锅,,,,1500882,三花淡奶（354ML*48瓶/箱）,锅
加拿大三店,锅底类,拼锅类,90000413,97685,冬阴功锅底,拼锅,,,,1500882,三花淡奶（354ML*48瓶/箱）,锅
加拿大三店,锅底类,拼锅类,90000413,97686,冬阴功锅底,四宫格,,,,1500882,三花淡奶（354ML*48瓶/箱）,锅
加拿大三店,锅底类,拼锅类,90000413,97684,冬阴功锅底,单锅,,,,4505163,冬阴功酱（PENTA，3KG*6包/件）,锅
加拿大三店,锅底类,拼锅类,90000413,97685,冬阴功锅底,拼锅,,,,4505163,冬阴功酱（PENTA，3KG*6包/件）,锅
加拿大三店,锅底类,拼锅类,90000413,97686,冬阴功锅底,四宫格,,,,4505163,冬阴功酱（PENTA，3KG*6包/件）,锅
加拿大三店,锅底类,拼锅类,1060115,10241,胡椒猪肚鸡火锅,单锅,,,,3500205,猪肚,锅
加拿大三店,锅底类,拼锅类,1060115,13115,胡椒猪肚鸡火锅,拼锅,,,,3500205,猪肚,锅
加拿大三店,锅底类,拼锅类,1060115,13114,胡椒猪肚鸡火锅,四宫格,,,,3500205,猪肚,锅
加拿大三店,锅底类,拼锅类,1060115,10241,胡椒猪肚鸡火锅,单锅,,,,1501255,带皮去骨鸡腿肉（KG）,锅
加拿大三店,锅底类,拼锅类,1060115,13115,胡椒猪肚鸡火锅,拼锅,,,,1501255,带皮去骨鸡腿肉（KG）,锅
加拿大三店,锅底类,拼锅类,1060115,13114,胡椒猪肚鸡火锅,四宫格,,,,1501255,带皮去骨鸡腿肉（KG）,锅
加拿大三店,锅底类,拼锅类,1060063,10053,菌汤火锅,单锅,,,,4514602,菌汤火锅底料（105G*60袋/箱）,锅
加拿大三店,锅底类,拼锅类,1060063,13063,菌汤火锅,拼锅,,,,4514602,菌汤火锅底料（105G*60袋/箱）,锅
加拿大三店,锅底类,拼锅类,1060063,13101,菌汤火锅,四宫格,,,,4514602,菌汤火锅底料（105G*60袋/箱）,锅
加拿大三店,锅底类,拼锅类,1060063,10053,菌汤火锅,单锅,,,,4515863,黑松露橄榄油（250ML*12瓶/箱）,锅
加拿大三店,锅底类,拼锅类,1060063,13063,菌汤火锅,拼锅,,,,4515863,黑松露橄榄油（250ML*12瓶/箱）,锅
加拿大三店,锅底类,拼锅类,1060063,13101,菌汤火锅,四宫格,,,,4515863,黑松露橄榄油（250ML*12瓶/箱）,锅
加拿大三店,锅底类,拼锅类,1060063,10053,菌汤火锅,单锅,,,,4502622,金针菇（200G*25包/箱）,锅
加拿大三店,锅底类,拼锅类,1060063,13063,菌汤火锅,拼锅,,,,4502622,金针菇（200G*25包/箱）,锅
加拿大三店,锅底类,拼锅类,1060063,13101,菌汤火锅,四宫格,,,,4502622,金针菇（200G*25包/箱）,锅
加拿大三店,锅底类,拼锅类,1060063,10053,菌汤火锅,单锅,,,,1501671,鲜冬菇（KG）,锅
加拿大三店,锅底类,拼锅类,1060063,13063,菌汤火锅,拼锅,,,,1501671,鲜冬菇（KG）,锅
加拿大三店,锅底类,拼锅类,1060063,13101,菌汤火锅,四宫格,,,,1501671,鲜冬菇（KG）,锅
加拿大三店,锅底类,四宫格类,70002428,87288,麻辣牛奶火锅,单锅,,,,3000759,清油底料（300G*40包/件）,锅
加拿大三店,锅底类,四宫格类,70002428,87286,麻辣牛奶火锅,拼锅,,,,3000759,清油底料（300G*40包/件）,锅
加拿大三店,锅底类,四宫格类,70002428,87285,麻辣牛奶火锅,四宫格,,,,3000759,清油底料（300G*40包/件）,锅
加拿大三店,锅底类,四宫格类,70002428,87288,麻辣牛奶火锅,单锅,,,,3002747,无渣调味粉（28G*120包/件，加拿大内用）,锅
加拿大三店,锅底类,四宫格类,70002428,87286,麻辣牛奶火锅,拼锅,,,,3002747,无渣调味粉（28G*120包/件，加拿大内用）,锅
加拿大三店,锅底类,四宫格类,70002428,87285,麻辣牛奶火锅,四宫格,,,,3002747,无渣调味粉（28G*120包/件，加拿大内用）,锅
加拿大三店,锅底类,四宫格类,70002428,87288,麻辣牛奶火锅,单锅,,,,1500882,三花淡奶（354ML*48瓶/箱）,锅
加拿大三店,锅底类,四宫格类,70002428,87286,麻辣牛奶火锅,拼锅,,,,1500882,三花淡奶（354ML*48瓶/箱）,锅
加拿大三店,锅底类,四宫格类,70002428,87285,麻辣牛奶火锅,四宫格,,,,1500882,三花淡奶（354ML*48瓶/箱）,锅
加拿大三店,锅底类,四宫格类,70002428,87288,麻辣牛奶火锅,单锅,,,,4517699,牛奶（20L/桶）,锅
加拿大三店,锅底类,四宫格类,70002428,87286,麻辣牛奶火锅,拼锅,,,,4517699,牛奶（20L/桶）,锅
加拿大三店,锅底类,四宫格类,70002428,87285,麻辣牛奶火锅,四宫格,,,,4517699,牛奶（20L/桶）,锅
加拿大三店,0,0,90000659,1000101,海底捞椰子鸡火锅,单锅,,,,4518309,,锅
加拿大三店,0,0,90000659,1000101,海底捞椰子鸡火锅,单锅,,,,4518371,,锅
加拿大三店,0,0,90000659,1000101,海底捞椰子鸡火锅,单锅,,,,1501255,带皮去骨鸡腿肉（KG）,锅
加拿大三店,0,0,90000659,1000101,海底捞椰子鸡火锅,单锅,,,,4039740,,锅
加拿大三店,0,0,90000659,1000101,海底捞椰子鸡火锅,单锅,,,,1500755,甜玉米（44-48根/箱）,锅
加拿大三店,0,0,90000659,1000102,海底捞椰子鸡火锅,拼锅,,,,4518309,,锅
加拿大三店,0,0,90000659,1000102,海底捞椰子鸡火锅,拼锅,,,,4518371,,锅
加拿大三店,0,0,90000659,1000102,海底捞椰子鸡火锅,拼锅,,,,1501255,带皮去骨鸡腿肉（KG）,锅
加拿大三店,0,0,90000659,1000102,海底捞椰子鸡火锅,拼锅,,,,4039740,,锅
加拿大三店,0,0,90000659,1000102,海底捞椰子鸡火锅,拼锅,,,,1500755,甜玉米（44-48根/箱）,锅
加拿大三店,0,0,90000659,1000103,海底捞椰子鸡火锅,四宫格,,,,4518309,,锅
加拿大三店,0,0,90000659,1000103,海底捞椰子鸡火锅,四宫格,,,,4518371,,锅
加拿大三店,0,0,90000659,1000103,海底捞椰子鸡火锅,四宫格,,,,1501255,带皮去骨鸡腿肉（KG）,锅
加拿大三店,0,0,90000659,1000103,海底捞椰子鸡火锅,四宫格,,,,4039740,,锅
加拿大三店,0,0,90000659,1000103,海底捞椰子鸡火锅,四宫格,,,,1500755,甜玉米（44-48根/箱）,锅
加拿大三店,酒水饮料,酒水,13040162,73162,青岛啤酒330ml,冰镇,,,,4003066,青岛啤酒（330ML*24瓶/件）,听
加拿大三店,酒水饮料,酒水,13040162,73162,青岛啤酒330ml,常温,,,,4003066,青岛啤酒（330ML*24瓶/件）,听
加拿大三店,酒水饮料,酒水,13040264,1004398,朝日啤酒 330ml,冰镇,,,,1500911,ASAKI啤酒（330ML*24瓶/箱）,瓶
加拿大三店,酒水饮料,酒水,13040264,1004399,朝日啤酒 330ml,常温,,,,1500911,ASAKI啤酒（330ML*24瓶/箱）,瓶
加拿大三店,0,0,27010036,1000900,科罗娜 330ML,冰镇,,,,4702883,科罗娜特级啤酒4.5度（330ML*24瓶/件）,瓶
加拿大三店,0,0,27010036,1000901,科罗娜 330ML,常温,,,,4702883,科罗娜特级啤酒4.5度（330ML*24瓶/件）,瓶
加拿大三店,酒水饮料,饮料,12010003,71303,甜豆浆（1L）,冰镇,,,,1501200,日升甜味豆浆皇（1.89L*6桶/箱）,扎
加拿大三店,,,70000491,77575,元气森林,常温,,,,4027972,,小瓶
加拿大三店,,,70000491,77575,元气森林,冰镇,,,,4027972,,小瓶
加拿大三店,酒水饮料,饮料,13010040,70040,可口可乐,冰镇,,,,1500902,可口可乐（355ML*32听/箱）,听
加拿大三店,酒水饮料,饮料,13010040,70040,可口可乐,常温,,,,1500902,可口可乐（355ML*32听/箱）,听
加拿大三店,酒水饮料,饮料,13010455,70455,健怡可乐,冰镇,,,,1500903,健怡可乐（355ML*32听/箱）,罐
加拿大三店,酒水饮料,饮料,13010455,70455,健怡可乐,常温,,,,1500903,健怡可乐（355ML*32听/箱）,罐
加拿大三店,酒水饮料,饮料,13010041,70041,雪碧,冰镇,,,,4510556,雪碧（355ML*32听/箱）,听
加拿大三店,酒水饮料,饮料,13010041,70041,雪碧,常温,,,,4510556,雪碧（355ML*32听/箱）,听
加拿大三店,酒水饮料,饮料,12010002,60002,柠檬冰红茶 341ML,常温,,,,4528554,柠檬茶（341ML*32听/箱）,份
加拿大三店,酒水饮料,饮料,12010002,60002,柠檬冰红茶 341ML,冰镇,,,,4528554,柠檬茶（341ML*32听/箱）,份
加拿大三店,酒水饮料,饮料,13010047,70047,椰汁,常温,,,,4019089,正宗椰树牌椰汁（245ML*24盒/件）,听
加拿大三店,酒水饮料,饮料,13010047,70047,椰汁,冰镇,,,,4019089,正宗椰树牌椰汁（245ML*24盒/件）,听
加拿大三店,酒水饮料,饮料,13010457,70457,北冰洋,常温,,,,4701288,北冰洋（24听/件）,听
加拿大三店,酒水饮料,饮料,13010457,70457,北冰洋,冰镇,,,,4701288,北冰洋（24听/件）,听
加拿大三店,酒水饮料,饮料,13010445,70445,加多宝,常温,,,,4000635,加多宝（310ML*24听/件）,瓶
加拿大三店,酒水饮料,饮料,13010445,70445,加多宝,冰镇,,,,4000635,加多宝（310ML*24听/件）,瓶
加拿大三店,酒水饮料,酒水,70000379,7667,Chum Churum 原味烧酒 360mL,瓶,,,,4509062,"""烧酒（JINRO CHANISUL FRESH，360ML/瓶）""",瓶
加拿大三店,酒水饮料,酒水,70000490,9991,韩国烧酒 360ML,小瓶,,,,4507216,韩国烧酒优酸乳味（CHUM CHURUM，360ML/瓶）,小瓶
加拿大三店,0,0,13010368,70368,冰镇乌梅饮（1L）,半份,,,,1500896,乌梅汁（2.5KG*6桶/箱）,扎
加拿大三店,0,0,13010368,70369,冰镇乌梅饮（2L）,整份,,,,1500896,乌梅汁（2.5KG*6桶/箱）,扎
加拿大三店,0,0,70000414,98021,百香蜜柚饮 2L,整份,,,,1501279,百香果汁加籽（5.5LB*6瓶/箱）,扎
加拿大三店,0,0,70000414,98022,百香蜜柚饮 1L,半份,,,,1501279,百香果汁加籽（5.5LB*6瓶/箱）,扎
加拿大三店,荤菜,河/海鲜类,9030330,32332,脆皖鱼(半),半份,,,,1501610,脆皖鱼（250G/包）,份
加拿大三店,荤菜,河/海鲜类,9030330,32331,脆皖鱼,整份,,,,1501610,脆皖鱼（250G/包）,份
加拿大三店,荤菜,河/海鲜类,70001476,79074,黑鱼片,整份,,,,1501697,黑魚片（1KG*12包/箱）,份
加拿大三店,荤菜,河/海鲜类,70001476,79075,黑鱼片(半）,半份,,,,1501697,黑魚片（1KG*12包/箱）,份
加拿大三店,荤菜,河/海鲜类,9030407,32440,冰鲜桂花蚌(半),半份,,,,1500705,加拿大桂花蚌（2LB*20包/箱）,份
加拿大三店,荤菜,河/海鲜类,9030407,32439,冰鲜桂花蚌,整份,,,,1500705,加拿大桂花蚌（2LB*20包/箱）,份
加拿大三店,荤菜,河/海鲜类,9030029,32030,冰鲜墨鱼仔(半),半份,,,,4502787,冻墨鱼仔 (Bluebird，2LB*12袋/件),份
加拿大三店,荤菜,河/海鲜类,9030029,32029,冰鲜墨鱼仔,整份,,,,4502787,冻墨鱼仔 (Bluebird，2LB*12袋/件),份
加拿大三店,经典火锅菜,经典火锅菜类,9040055,33056,午餐肉(半),半份,,,,1500860,午餐肉（NONGSHIM， 340G*24盒/箱）,份
加拿大三店,经典火锅菜,经典火锅菜类,9040055,33055,午餐肉,整份,,,,1500860,午餐肉（NONGSHIM， 340G*24盒/箱）,份
加拿大三店,经典火锅菜,经典火锅菜类,9040065,33066,蟹味棒(半),半份,,,,1500704,蟹肉棒（巴芬湾，500G*20包/箱）,份
加拿大三店,经典火锅菜,经典火锅菜类,9040065,33065,蟹味棒,整份,,,,1500704,蟹肉棒（巴芬湾，500G*20包/箱）,份
加拿大三店,经典火锅菜,经典火锅菜类,9040063,33063,鹌鹑蛋,整份,,,,4511168,清水鹌鹑蛋（425G*24罐/箱）,份
加拿大三店,经典火锅菜,经典火锅菜类,3010023,20024,猪血(半),半份,,,,1501589,猪血（20LB/桶）,份
加拿大三店,经典火锅菜,经典火锅菜类,3010023,20023,猪血,整份,,,,1501589,猪血（20LB/桶）,份
加拿大三店,素菜,豆面制品,10020113,41114,粉丝(半),半份,,,,4513996,龙口粉丝（1KG*12包/箱）,
加拿大三店,素菜,豆面制品,10020113,41113,粉丝,整份,,,,4513996,龙口粉丝（1KG*12包/箱）,
加拿大三店,,,10010055,40064,油面筋泡(半),半份,,,,1500859,,
加拿大三店,,,10010055,40063,油面筋泡,整份,,,,1500859,,
加拿大三店,素菜,根茎类,10020029,41030,土豆片(半),半份,,,,4502382,土豆（50LB/箱）,
加拿大三店,素菜,根茎类,10020029,41029,土豆片,整份,,,,4502382,土豆（50LB/箱）,
加拿大三店,素菜,根茎类,10020053,41054,白萝卜(半),半份,,,,1500743,白萝卜（20KG/箱）,
加拿大三店,素菜,根茎类,10020053,41053,白萝卜,整份,,,,1500743,白萝卜（20KG/箱）,
加拿大三店,素菜,根茎类,10020031,41032,藕片(半),半份,,,,1500987,藕/莲菜（44LB/箱）,
加拿大三店,素菜,根茎类,10020031,41031,藕片,整份,,,,1500987,藕/莲菜（44LB/箱）,
加拿大三店,素菜,根茎类,10020138,41184,芋头(半),半份,,,,1500765,芋头（38-40LB/箱）,
加拿大三店,素菜,根茎类,10020138,41183,芋头,整份,,,,1500765,芋头（38-40LB/箱）,
加拿大三店,素菜,根茎类,10030307,42406,8秒海带苗（半）,半份,,,,4518488,海带苗（10KG/箱）,
加拿大三店,素菜,根茎类,10030307,42405,8秒海带苗,整份,,,,4518488,海带苗（10KG/箱）,
加拿大三店,,,10020021,41021,水晶粉丝,整份,,,,4517587,,
加拿大三店,,,10020021,41022,水晶粉丝（半）,半份,,,,4517587,,
加拿大三店,素菜,豆面制品,90001127,1001688,捞派魔芋素毛肚(半),半份,,,,4517520,素毛肚（400G*24包/箱）,
加拿大三店,素菜,豆面制品,90001127,1001689,捞派魔芋素毛肚,整份,,,,4517520,素毛肚（400G*24包/箱）,
加拿大三店,素菜,菌类,10020007,41008,金针菇(半）,半份,,,,4502622,金针菇（200G*25包/箱）,
加拿大三店,素菜,菌类,10020007,41007,金针菇,整份,,,,4502622,金针菇（200G*25包/箱）,
加拿大三店,素菜,菌类,10020005,41006,木耳(半),半份,,,,4501869,黑木耳（1KG*10包/件）,
加拿大三店,素菜,菌类,10020005,41005,木耳,整份,,,,4501869,黑木耳（1KG*10包/件）,
加拿大三店,素菜,蔬菜类,10020073,41073,唐生菜,整份,,,,1500764,生菜（24颗/箱）,
加拿大三店,素菜,蔬菜类,10020073,41074,唐生菜(半),半份,,,,1500764,生菜（24颗/箱）,
加拿大三店,素菜,蔬菜类,10020069,41069,菠菜,整份,,,,1501206,带根菠菜（20LB/箱）,
加拿大三店,素菜,蔬菜类,10020069,41070,菠菜(半),半份,,,,1501206,带根菠菜（20LB/箱）,
加拿大三店,素菜,蔬菜类,10020065,41065,大白菜,整份,,,,1501204,绍菜（40LB/箱）,
加拿大三店,素菜,蔬菜类,10020065,41066,大白菜(半),半份,,,,1501204,绍菜（40LB/箱）,
加拿大三店,荤菜,丸滑类,9020305,31315,鱼籽福袋,整份,,,,1501608,鲜虾福袋（1KG*10包/箱）,份
加拿大三店,荤菜,丸滑类,9020305,31316,鱼籽福袋(半）,半份,,,,1501608,鲜虾福袋（1KG*10包/箱）,份
加拿大三店,经典火锅菜,经典火锅菜类,9010021,30022,捞派羊肉(半),半份,,,,1500996,羊腿肉（去骨，KG）,份
加拿大三店,经典火锅菜,经典火锅菜类,9010021,30021,捞派羊肉,整份,,,,1500996,羊腿肉（去骨，KG）,份
加拿大三店,荤菜,河/海鲜类,9030119,32120,捞派巴沙鱼片(半),半份,,,,4515229,巴沙鱼（30LB/箱）,份
加拿大三店,荤菜,河/海鲜类,9030119,32119,捞派巴沙鱼片,整份,,,,4515229,巴沙鱼（30LB/箱）,份
加拿大三店,0,0,10020059,41059,豌豆苗,整份,,,,4503613,豆苗王（10LB/箱）,
加拿大三店,0,0,10020059,87539,豌豆苗（半）,半份,,,,4503613,豆苗王（10LB/箱）,
加拿大三店,0,0,9040417,33492,猪肚(半),半份,,,,3500205,猪肚,份
加拿大三店,0,0,9040417,33491,猪肚,整份,,,,3500205,猪肚,份
加拿大三店,0,0,70000744,1001355,西洋菜(半),半份,,,,1500761,,
加拿大三店,0,0,70000744,1001356,西洋菜,整份,,,,1500761,,
加拿大三店,0,0,9020134,31100,牛筋丸(半),半份,,,,1501685,黑椒牛筋丸（10LB/包）,份
加拿大三店,0,0,9020134,31099,牛筋丸,整份,,,,1501685,黑椒牛筋丸（10LB/包）,份
加拿大三店,素菜,豆面制品,11010379,50485,乌冬面,整份,,,,4517701,乌冬面（1.25KG*8袋/箱）,
加拿大三店,素菜,豆面制品,11010379,79028,乌冬面（半）,半份,,,,4517701,乌冬面（1.25KG*8袋/箱）,
加拿大三店,素菜,蔬菜类,10020023,41023,茼蒿,整份,,,,1500758,蒿子秆（20LB/箱）,
加拿大三店,素菜,蔬菜类,10020023,41024,茼蒿(半),半份,,,,1500758,蒿子秆（20LB/箱）,
加拿大三店,0,0,9030147,32147,冰鲜青口贝,整份,,,,4501135,青口贝（800G*12盒/件）,份
加拿大三店,0,0,9030147,1001625,冰鲜青口贝(半),半份,,,,4501135,青口贝（800G*12盒/件）,份
加拿大三店,经典火锅菜,经典火锅菜类,9060064,78989,捞派嫩鸡肉片(半）,半份,,,,1501255,带皮去骨鸡腿肉（KG）,份
加拿大三店,经典火锅菜,经典火锅菜类,9060064,43081,捞派嫩鸡肉片,整份,,,,1501255,带皮去骨鸡腿肉（KG）,份
加拿大三店,经典火锅菜,经典火锅菜类,3010019,20020,捞派黄喉(半),半份,,,,1501684,牛黃喉（KG）,份
加拿大三店,经典火锅菜,经典火锅菜类,3010019,20019,捞派黄喉,整份,,,,1501684,牛黃喉（KG）,份
加拿大三店,,,9010227,30263,AAA级去骨牛小排,整份,,,,1500676,牛仔骨肉（去骨）,份
加拿大三店,荤菜,牛/羊肉,70001182,78433,Prime级去骨牛小排,整份,,,,1500676,牛仔骨肉（去骨）,份
加拿大三店,0,0,13040346,73346,Boston Lager 小麦扎啤 550ML,杯,,,,4514542,扎啤（58.6L/桶）,杯
加拿大三店,0,0,13040345,73345,Boston扎啤 1.75L（每日特惠）,扎,,,,4514542,扎啤（58.6L/桶）,扎
加拿大三店,0,0,13040346,1002606,Boston Lager 小麦扎啤 1.75L,扎,,,,4514542,扎啤（58.6L/桶）,杯
加拿大三店,荤菜,牛/羊肉,9010019,30019,精品肥牛（偏肥）,整份,,,,4002481,牛腩肉,份
加拿大三店,荤菜,牛/羊肉,70000693,77384,精品肥牛（每日特惠）偏肥,整份,,,,4002481,牛腩肉,份
加拿大三店,荤菜,河/海鲜类,9030057,32058,扇贝(半),半份,,,,4515468,扇贝（3LB*4包/箱）,份
加拿大三店,荤菜,河/海鲜类,9030057,32057,扇贝,整份,,,,4515468,扇贝（3LB*4包/箱）,份
加拿大三店,素菜,豆面制品,11010086,1001971,生面(半),半份,,,,1500720,阳春面（454G/包）,整份
加拿大三店,素菜,豆面制品,11010086,50089,生面,整份,,,,1500720,阳春面（454G/包）,整份
加拿大三店,0,0,90000349,71349,牛舌,整份,,,,4000455,牛舌,份
