门店名称,大类名称,子类名称,菜品编码,菜品短编码,菜品名称,规格,出品分量(kg),损耗,物料单位,物料号,物料描述,单位
加拿大五店,素菜,根茎类,10020027,41027,山药,整份,,,,1500785,鲜淮山药（10KG/箱）,
加拿大五店,素菜,根茎类,10020027,71120,山药,份,,,,1500785,鲜淮山药（10KG/箱）,
加拿大五店,0,0,9040373,33439,精选豚肉薄切,整份,,,,1500682,梅花猪肉（LB）,份
加拿大五店,经典火锅菜,经典火锅菜类,9040041,33041,卤肥肠,整份,,,,1501253,,份
加拿大五店,0,0,70000840,77746,鲜嫩鸡肉卷,整份,,,,1501672,,份
加拿大五店,0,0,9040069,33069,冰鲜田鸡腿,整份,,,,4515865,田鸡腿（8/12，2LB*10包/箱）,份
加拿大五店,0,0,9010425,30657,卤味牛蹄筋,整份,,,,4702189,牛蹄筋（鲜）,份
加拿大五店,0,0,9040197,33201,脱骨鸭掌,整份,,,,1501588,去骨鸭掌（LB）,份
加拿大五店,荤菜,丸滑类,9020063,31063,捞派虾滑,整份,,,,4020091,速冻虾滑（越南，DL443厂，1.6KG*6包/件）,份
加拿大五店,小吃甜品,小吃类,11020035,51035,糖蒜,整份,,,,4510251,糖蒜（500G*24包/件）,份
加拿大五店,小吃甜品,小吃类,70000798,77569,爆浆榴莲球,整份,,,,4521820,,份
加拿大五店,0,0,14090099,84279,冰烤番薯,整份,,,,4515457,烤番薯（500G*24包/箱）,份
加拿大五店,小吃甜品,小吃类,70000838,77743,爆浆红糖糍粑,整份,,,,4027530,爆浆糍粑（稼轩康，300G*20包/件）,份
加拿大五店,小吃甜品,小吃类,10020093,1001983,酸奶麻花,根,,,,4516300,酸奶麻花（100G*50包/箱）,份
加拿大五店,小吃甜品,小吃类,11010292,50363,捞派酥肉,整份,,,,1000529,去皮五花肉,份
加拿大五店,小吃甜品,小吃类,11010005,50009,金馒头,整份,,,,4514000,佳佳馒头（900G*10包/箱）,份
加拿大五店,,,90000479,97822,桃你欢心冰慕斯,个,,,,4032395,,份
加拿大五店,酒水饮料,饮料,13010304,1000865,鲜椰子,个,,,,4501962,鲜椰青（9个/箱）,7.95
加拿大五店,小吃甜品,甜品类,11010407,50529,酒酿圆子（冰镇）,整份,,,,4702451,醪糟（米婆婆，900G*6瓶/件）,份
加拿大五店,小吃甜品,主食类,11010221,50252,韭菜水饺（生）,整份,,,,1501195,鸡蛋韭菜水饺（三全，450G*20包/箱）,份
加拿大五店,小吃甜品,主食类,14090098,84277,手工鲜虾云吞,整份,,,,1501590,鲜虾云吞（12个*50包/箱）,份
加拿大五店,荤菜,其他荤菜,10020084,41084,生鸡蛋,个,,,,1500781,咖色鸡蛋（30颗*6板/箱）,
加拿大五店,0,0,9020503,31840,捞派麻辣鸡膝（半）,半份,,,,4516995,,份
加拿大五店,0,0,9020503,31839,捞派麻辣鸡膝,整份,,,,4516995,,份
加拿大五店,酒水饮料,饮料,90001201,1004228,浓浓抹茶生椰,瓶,,,,4518668,厚椰乳（菲诺，1KG*12瓶/件）,瓶
加拿大五店,酒水饮料,饮料,90001201,1004228,浓浓抹茶生椰,瓶,,,,4518307,,瓶
加拿大五店,素菜,豆面制品,10020270,41280,宽粉(半),半份,,,,1500802,黄龙火锅宽粉（240G*50包/箱）,
加拿大五店,素菜,豆面制品,10020270,41279,宽粉,整份,,,,1500802,黄龙火锅宽粉（240G*50包/箱）,
加拿大五店,荤菜,河/海鲜类,9030019,78645,冰鲜白虾(半）,半份,,,,1500703,带头南美白虾（30-40，4LB*6包/箱 ）,份
加拿大五店,荤菜,河/海鲜类,9030019,32019,冰鲜白虾,整份,,,,1500703,带头南美白虾（30-40，4LB*6包/箱 ）,份
加拿大五店,素菜,豆面制品,70001206,78509,8秒劲道油豆皮,整份,,,,4026797,冻油豆皮（龙伟，1KG*10包/件）,
加拿大五店,素菜,豆面制品,70001206,78510,8秒劲道油豆皮（半）,半份,,,,4026797,冻油豆皮（龙伟，1KG*10包/件）,
加拿大五店,,,10020473,41507,8秒菠菜苗,整份,,,,1501769,,
加拿大五店,,,10020473,41508,8秒菠菜苗(半),半份,,,,1501769,,
加拿大五店,荤菜,丸滑类,70001698,79582,手工现做牛筋丸,整份,,,,1501011,黄瓜条（去肥，KG）,10.95
加拿大五店,荤菜,丸滑类,70001698,79583,手工现做牛筋丸（半）,半份,,,,1501011,黄瓜条（去肥，KG）,10.95
加拿大五店,荤菜,其他荤菜,3010015,20016,捞派鲜毛肚(半),半份,,,,4522462,毛肚（7KG/箱）,份
加拿大五店,荤菜,其他荤菜,3010015,20015,捞派鲜毛肚,整份,,,,4522462,毛肚（7KG/箱）,份
加拿大五店,经典火锅菜,经典火锅菜类,3010017,20018,捞派千层牛百叶(半),半份,,,,4522462,毛肚（7KG/箱）,份
加拿大五店,经典火锅菜,经典火锅菜类,3010017,20017,捞派千层牛百叶,整份,,,,4522462,毛肚（7KG/箱）,份
加拿大五店,小吃甜品,主食类,11010262,50303,白米饭,整份,,,,1501045,寿司米（平和，40LB/袋）,
加拿大五店,小吃甜品,主食类,11010262,1002693,白米饭(半）,半份,,,,1501045,寿司米（平和，40LB/袋）,
加拿大五店,小吃甜品,主食类,11010008,1002694,蛋炒饭,整份,,,,1501045,寿司米（平和，40LB/袋）,
加拿大五店,小吃甜品,主食类,11010008,1002695,蛋炒饭(半）,半份,,,,1501045,寿司米（平和，40LB/袋）,
加拿大五店,锅底类,四宫格类,1310005,13144,叻沙火锅,拼锅,,,,1501043,大叻沙（田师傅，1KG*12包/箱）,11.95
加拿大五店,锅底类,四宫格类,1310005,13173,叻沙火锅,四宫格,,,,1501043,大叻沙（田师傅，1KG*12包/箱）,11.95
加拿大五店,锅底类,四宫格类,1310005,37004,叻沙火锅,单锅,,,,1501043,大叻沙（田师傅，1KG*12包/箱）,11.95
加拿大五店,锅底类,四宫格类,1310005,13144,叻沙火锅,拼锅,,,,4510049,泰国查哥椰奶（400ML*24罐/箱）,11.95
加拿大五店,锅底类,四宫格类,1310005,13173,叻沙火锅,四宫格,,,,4510049,泰国查哥椰奶（400ML*24罐/箱）,11.95
加拿大五店,锅底类,四宫格类,1310005,37004,叻沙火锅,单锅,,,,4510049,泰国查哥椰奶（400ML*24罐/箱）,11.95
加拿大五店,荤菜,丸滑类,70000977,1004157,脆爽Q弹竹荪虾滑(半),半份,,,,1501633,竹笙（1.125KG*4包/箱）,份
加拿大五店,荤菜,丸滑类,70000977,1004157,脆爽Q弹竹荪虾滑(半),半份,,,,4020091,速冻虾滑（越南，DL443厂，1.6KG*6包/件）,份
加拿大五店,荤菜,丸滑类,70000977,1004157,脆爽Q弹竹荪虾滑(半),半份,,,,4521819,飞鱼籽（454G*12盒/箱）,份
加拿大五店,荤菜,丸滑类,70000977,78036,脆爽Q弹竹荪虾滑,整份,,,,1501633,竹笙（1.125KG*4包/箱）,份
加拿大五店,荤菜,丸滑类,70000977,78036,脆爽Q弹竹荪虾滑,整份,,,,4020091,速冻虾滑（越南，DL443厂，1.6KG*6包/件）,份
加拿大五店,荤菜,丸滑类,70000977,78036,脆爽Q弹竹荪虾滑,整份,,,,4521819,飞鱼籽（454G*12盒/箱）,份
加拿大五店,,,13100029,1001918,鲜橙大果粒乳酸菌,杯,,,,,,杯
加拿大五店,,,13100029,1001918,鲜橙大果粒乳酸菌,杯,,,,,,杯
加拿大五店,,,13100029,1001918,鲜橙大果粒乳酸菌,杯,,,,,,杯
加拿大五店,,,13100029,1001918,鲜橙大果粒乳酸菌,杯,,,,,,杯
加拿大五店,0,0,90000659,1000101,海底捞椰子鸡火锅,单锅,,,,4513154,椰子水（1L*12瓶/件）,锅
加拿大五店,0,0,90000659,1000101,海底捞椰子鸡火锅,单锅,,,,4519135,椰子肉（454G*40包/箱）,锅
加拿大五店,0,0,90000659,1000101,海底捞椰子鸡火锅,单锅,,,,4521130,去骨去皮鸡腿肉,锅
加拿大五店,0,0,90000659,1000101,海底捞椰子鸡火锅,单锅,,,,4039740,马蹄（珍珍，567G*24罐/箱）,锅
加拿大五店,0,0,90000659,1000101,海底捞椰子鸡火锅,单锅,,,,1500755,甜玉米（44-48根/箱）,锅
加拿大五店,0,0,90000659,1000102,海底捞椰子鸡火锅,拼锅,,,,4513154,椰子水（1L*12瓶/件）,锅
加拿大五店,0,0,90000659,1000102,海底捞椰子鸡火锅,拼锅,,,,4519135,椰子肉（454G*40包/箱）,锅
加拿大五店,0,0,90000659,1000102,海底捞椰子鸡火锅,拼锅,,,,4521130,去骨去皮鸡腿肉,锅
加拿大五店,0,0,90000659,1000102,海底捞椰子鸡火锅,拼锅,,,,4039740,马蹄（珍珍，567G*24罐/箱）,锅
加拿大五店,0,0,90000659,1000102,海底捞椰子鸡火锅,拼锅,,,,1500755,甜玉米（44-48根/箱）,锅
加拿大五店,0,0,90000659,1000103,海底捞椰子鸡火锅,四宫格,,,,4513154,椰子水（1L*12瓶/件）,锅
加拿大五店,0,0,90000659,1000103,海底捞椰子鸡火锅,四宫格,,,,4519135,椰子肉（454G*40包/箱）,锅
加拿大五店,0,0,90000659,1000103,海底捞椰子鸡火锅,四宫格,,,,4521130,去骨去皮鸡腿肉,锅
加拿大五店,0,0,90000659,1000103,海底捞椰子鸡火锅,四宫格,,,,4039740,马蹄（珍珍，567G*24罐/箱）,锅
加拿大五店,0,0,90000659,1000103,海底捞椰子鸡火锅,四宫格,,,,1500755,甜玉米（44-48根/箱）,锅
加拿大五店,套餐,套餐,2601037008,-,超值单人套餐,套餐,,,,,,
加拿大五店,套餐,套餐类,3010184,20187,儿童套餐,整份,,,,,,
加拿大五店,酒水饮料,饮料,13010147,70143,西瓜汁1L,扎,,,,4503081,西瓜（个）,扎
加拿大五店,素菜,豆面制品,3010027,20027,捞派捞面,条,,,,1500815,面粉（20KG/包）,
加拿大五店,素菜,蔬菜类,10140009,69009,蔬菜拼盘,整份,,,,,,
加拿大五店,素菜,菌类,10020017,41017,菌类拼盘,整份,,,,,,
加拿大五店,荤菜,河/海鲜类,9030373,32391,大满足海陆拼盘,整份,,,,,,
加拿大五店,荤菜,丸滑类,9020154,31157,丸类拼盘,整份,,,,,,8.19
加拿大五店,荤菜,丸滑类,90000429,97732,糯米鱼豆腐,份,,,,4513296,麻薯（2.5KG*4包/箱）,份
加拿大五店,小吃甜品,小吃类,70000078,673,盐酥鸡,整份,,,,1501255,,0
加拿大五店,酒水饮料,饮料,12010003,60003,甜豆浆（1L）,整份,,,,1501200,,扎
加拿大一店,套餐,套餐,1000000303,-,超值单人套餐（2人份）,套餐,,,,,,
加拿大一店,套餐,套餐,2601037008,-,超值单人套餐,套餐,,,,,,
加拿大一店,,,11010434,50567,香酥章鱼脆,整份,,,,4519465,,整份
加拿大一店,,,90002378,1005018,八宝饭,整份,,,,4041178,,整份
加拿大一店,,,90002379,1005019,鲜炖冰燕窝,整份,,,,4519466,,整份
加拿大一店,,,90000307,71157,手工鸡肉丸,整份,,,,1500680,带皮去骨鸡腿肉（LB）,份
加拿大一店,,,90002443,1005175,墨鱼肠,份,,,,4519858,,5.95
加拿大一店,锅底类,四宫格类,70000769,77535,寿喜锅底,单锅,,,,1501618,日式味淋MIRIN（20L/箱）,锅
加拿大一店,锅底类,四宫格类,70000769,77536,寿喜锅底,拼锅,,,,1501618,日式味淋MIRIN（20L/箱）,锅
加拿大一店,锅底类,四宫格类,70000769,77523,寿喜锅底,四宫格,,,,1501618,日式味淋MIRIN（20L/箱）,锅
加拿大一店,锅底类,四宫格类,70000769,77535,寿喜锅底,单锅,,,,1501646,日本柴鱼酱油（1.89L*6瓶/箱）,锅
加拿大一店,锅底类,四宫格类,70000769,77536,寿喜锅底,拼锅,,,,1501646,日本柴鱼酱油（1.89L*6瓶/箱）,锅
加拿大一店,锅底类,四宫格类,70000769,77523,寿喜锅底,四宫格,,,,1501646,日本柴鱼酱油（1.89L*6瓶/箱）,锅
加拿大一店,锅底类,四宫格类,70000769,77535,寿喜锅底,单锅,,,,1501029,美极鲜酱油（800ML*6瓶/箱）,锅
加拿大一店,锅底类,四宫格类,70000769,77536,寿喜锅底,拼锅,,,,1501029,美极鲜酱油（800ML*6瓶/箱）,锅
加拿大一店,锅底类,四宫格类,70000769,77523,寿喜锅底,四宫格,,,,1501029,美极鲜酱油（800ML*6瓶/箱）,锅
加拿大一店,锅底类,四宫格类,70000769,77535,寿喜锅底,单锅,,,,1003028,牛油（20KG/件）,锅
加拿大一店,锅底类,四宫格类,70000769,77536,寿喜锅底,拼锅,,,,1003028,牛油（20KG/件）,锅
加拿大一店,锅底类,四宫格类,70000769,77523,寿喜锅底,四宫格,,,,1003028,牛油（20KG/件）,锅
加拿大三店,套餐,套餐,1000000303,-,超值单人套餐（2人份）,套餐,,,,,,
加拿大三店,套餐,套餐,1000000304,-,超值单人套餐（3人份）,套餐,,,,,,
加拿大三店,套餐,套餐,1000000305,-,超值单人套餐（4人份）,套餐,,,,,,
加拿大三店,,,9030517,1002302,十三香小龙虾,份,,,,4721391,,份
加拿大三店,,,90002378,1005018,八宝饭,整份,,,,4041178,,整份
加拿大三店,,,90000307,71157,手工鸡肉丸,整份,,,,1501255,带皮去骨鸡腿肉（KG）,份
加拿大三店,0,0,90000293,1004590,西瓜椰椰,杯,,,,4518668,厚椰乳（菲诺，1KG*12瓶/件）,份
加拿大三店,0,0,90000293,1004590,西瓜椰椰,杯,,,,4518309,,份
加拿大三店,0,0,90000293,1004590,西瓜椰椰,杯,,,,4503081,西瓜（个）,份
加拿大二店,,,11010434,50567,香酥章鱼脆,整份,,,,4519465,,整份
加拿大二店,0,0,90000252,70935,台湾小香肠,整份,,,,4517715,蜀味脆皮肠（350G*30包/箱）,整份
加拿大二店,,,90002378,1005018,八宝饭,整份,,,,4041178,,整份
加拿大二店,,,90000307,71157,手工鸡肉丸,整份,,,,1500680,带皮去骨鸡腿肉（LB）,份
加拿大二店,,,90002443,1005175,墨鱼肠,份,,,,4519858,,5.95
加拿大五店,套餐,套餐,1000000303,-,超值单人套餐（2人份）,套餐,,,,,,
加拿大五店,套餐,套餐,1000000304,-,超值单人套餐（3人份）,套餐,,,,,,
加拿大五店,套餐,套餐,1000000305,-,超值单人套餐（4人份）,套餐,,,,,,
加拿大五店,,,9030500,1002299,麻辣小龙虾,份,,,,4721390,,份
加拿大五店,,,9030517,1002302,十三香小龙虾,份,,,,4721391,,份
加拿大五店,,,90002378,1005018,八宝饭,整份,,,,4041178,,整份
加拿大五店,,,90000307,71157,手工鸡肉丸,整份,,,,1501255,,份
加拿大五店,,,70001886,1004297,洛神多多,杯,,,,,,
加拿大五店,0,0,90000293,1004590,西瓜椰椰,杯,,,,4518668,厚椰乳（菲诺，1KG*12瓶/件）,份
加拿大五店,0,0,90000293,1004590,西瓜椰椰,杯,,,,4513154,椰子水（1L*12瓶/件）,份
加拿大五店,0,0,90000293,1004590,西瓜椰椰,杯,,,,4503081,西瓜（个）,份
加拿大四店,套餐,套餐,1000000303,-,超值单人套餐（2人份）,套餐,,,,,,
加拿大四店,套餐,套餐,1000000304,-,超值单人套餐（3人份）,套餐,,,,,,
加拿大四店,套餐,套餐,1000000305,-,超值单人套餐（4人份）,套餐,,,,,,
加拿大四店,,,9030500,1002299,麻辣小龙虾,份,,,,4721390,,份
加拿大四店,,,9030517,1002302,十三香小龙虾,份,,,,4721391,,份
加拿大四店,0,0,90000252,70935,炸香肠,整份,,,,4519347,蒜味小香肠（300G*24包/箱）,整份
加拿大四店,,,90000307,71157,手工鸡肉丸,整份,,,,1501255,带皮去骨鸡腿肉（KG）,份
加拿大四店,,,90002466,1005218,椰椰猪肉丸,整份,,,,1500682,梅花猪肉（LB）,份
加拿大四店,酒水饮料,饮料,12010003,71304,甜豆浆（1L）,加热,,,,1501200,日升甜味豆浆皇（1.89L*6桶/箱）,扎
加拿大四店,酒水饮料,饮料,12010003,97943,甜豆浆（1L）,常温,,,,1501200,日升甜味豆浆皇（1.89L*6桶/箱）,扎
加拿大四店,0,0,70001363,98016,冻柠茶(2L),整份,,,,1500818,白砂糖（20K/包）,壶
加拿大四店,0,0,70001363,98017,冻柠茶(1L),半份,,,,1500818,白砂糖（20K/包）,壶
加拿大四店,0,0,90000293,1004590,西瓜椰椰,杯,,,,4518668,厚椰乳（菲诺，1KG*12瓶/件）,份
加拿大四店,0,0,90000293,1004590,西瓜椰椰,杯,,,,4518309,,份
加拿大四店,0,0,90000293,1004590,西瓜椰椰,杯,,,,4503081,西瓜（个）,份
加拿大一店,小吃甜品,甜品类,90001918,1003985,熊猫酪酪,个,,,,4520874,,个
加拿大三店,小吃甜品,甜品类,90001918,1003985,熊猫酪酪,个,,,,4520874,,个
加拿大二店,小吃甜品,甜品类,90001918,1003985,熊猫酪酪,个,,,,4520874,,个
加拿大五店,小吃甜品,甜品类,90001918,1003985,熊猫酪酪,个,,,,4520874,,个
加拿大四店,小吃甜品,甜品类,90001918,1003985,熊猫酪酪,个,,,,4520874,,个
加拿大一店,荤菜,丸滑类,90000429,97732,糯米鱼豆腐,份,,,,4513296,麻薯（2.5KG*4包/箱）,份
加拿大二店,荤菜,丸滑类,90000429,97732,糯米鱼豆腐,份,,,,4526639,麻薯（454G*20包/箱）,份
加拿大一店,,,90002466,1005218,椰椰猪肉丸,整份,,,,1500682,梅花猪肉（LB）,份
加拿大一店,,,90002466,1005218,椰椰猪肉丸,整份,,,,4518371,,份
加拿大二店,,,90002466,1005218,椰椰猪肉丸,整份,,,,1500682,梅花猪肉（LB）,份
加拿大二店,,,90002466,1005218,椰椰猪肉丸,整份,,,,4518371,,份
加拿大三店,,,90002466,1005218,椰椰猪肉丸,整份,,,,1500682,梅花猪肉（LB）,份
加拿大三店,,,90002466,1005218,椰椰猪肉丸,整份,,,,4519135,,份
加拿大五店,,,90002466,1005218,椰椰猪肉丸,整份,,,,1500682,梅花猪肉（LB）,份
加拿大五店,,,90002466,1005218,椰椰猪肉丸,整份,,,,4519135,椰子肉（454G*40包/箱）,份
加拿大一店,,,70000513,57092,蒜香排骨,整份,,,,1500694,,8.95
加拿大一店,,,70000513,57200,蒜香排骨(半),半份,,,,1500694,,8.95
加拿大二店,,,70000513,57092,蒜香排骨,整份,,,,1500694,,8.95
加拿大二店,,,70000513,57200,蒜香排骨(半),半份,,,,1500694,,8.95
加拿大一店,,,70000751,77483,冰鲜老虎虾,份,,,,4512428,带头老虎虾（13-15，454G*10盒/箱）,份
加拿大一店,,,90002908,1005985,牛肉圣诞塔,整份,,,,1500677,牛腩肉（LB）,12.95
加拿大二店,,,90002908,1005985,牛肉圣诞塔,整份,,,,1500677,牛腩肉（LB）,12.95
加拿大四店,,,90002908,1005985,牛肉圣诞塔,整份,,,,1500677,,12.95
加拿大五店,,,90002908,1005985,牛肉圣诞塔,整份,,,,1500677,,12.95
加拿大一店,酒水饮料,饮料,90002533,1005371,白桃果肉汁,常温,,,,4520222,白桃果肉汁（380ML*24瓶/箱）,瓶
加拿大一店,酒水饮料,饮料,90002533,1005372,白桃果肉汁,冰镇,,,,4520222,白桃果肉汁（380ML*24瓶/箱）,瓶
加拿大二店,酒水饮料,饮料,90002533,1005371,白桃果肉汁,常温,,,,4520222,白桃果肉汁（380ML*24瓶/箱）,瓶
加拿大二店,酒水饮料,饮料,90002533,1005372,白桃果肉汁,冰镇,,,,4520222,白桃果肉汁（380ML*24瓶/箱）,瓶
加拿大三店,酒水饮料,饮料,90002533,1005371,白桃果肉汁,常温,,,,4520222,,瓶
加拿大三店,酒水饮料,饮料,90002533,1005372,白桃果肉汁,冰镇,,,,4520222,,瓶
加拿大四店,酒水饮料,饮料,90002533,1005371,白桃果肉汁,常温,,,,4520222,,瓶
加拿大四店,酒水饮料,饮料,90002533,1005372,白桃果肉汁,冰镇,,,,4520222,,瓶
加拿大五店,酒水饮料,饮料,90002533,1005371,白桃果肉汁,常温,,,,4520222,,瓶
加拿大五店,酒水饮料,饮料,90002533,1005372,白桃果肉汁,冰镇,,,,4520222,,瓶
加拿大一店,,,70001236,78556,燕麦奶火锅,单锅,,,,4523036,,0
加拿大一店,,,70001236,78557,燕麦奶火锅,拼锅,,,,4523036,,0
加拿大一店,,,70001236,78558,燕麦奶火锅,四宫格,,,,4523036,,0
加拿大一店,,,70001236,78556,燕麦奶火锅,单锅,,,,4520818,,0
加拿大一店,,,70001236,78557,燕麦奶火锅,拼锅,,,,4520818,,0
加拿大一店,,,70001236,78558,燕麦奶火锅,四宫格,,,,4520818,,0
加拿大三店,,,70001236,78556,燕麦奶火锅,单锅,,,,4523036,,0
加拿大三店,,,70001236,78557,燕麦奶火锅,拼锅,,,,4523036,,0
加拿大三店,,,70001236,78558,燕麦奶火锅,四宫格,,,,4523036,,0
加拿大三店,,,70001236,78557,燕麦奶火锅,拼锅,,,,4520818,,0
加拿大三店,,,70001236,78558,燕麦奶火锅,四宫格,,,,4520818,,0
加拿大二店,,,70001236,78556,燕麦奶火锅,单锅,,,,4523036,,0
加拿大二店,,,70001236,78557,燕麦奶火锅,拼锅,,,,4523036,,0
加拿大二店,,,70001236,78558,燕麦奶火锅,四宫格,,,,4523036,,0
加拿大二店,,,70001236,78556,燕麦奶火锅,单锅,,,,4520818,,0
加拿大二店,,,70001236,78557,燕麦奶火锅,拼锅,,,,4520818,,0
加拿大二店,,,70001236,78558,燕麦奶火锅,四宫格,,,,4520818,,0
加拿大五店,,,70001236,78556,燕麦奶火锅,单锅,,,,4520817,,0
加拿大五店,,,70001236,78557,燕麦奶火锅,拼锅,,,,4520817,,0
加拿大五店,,,70001236,78558,燕麦奶火锅,四宫格,,,,4520817,,0
加拿大五店,,,70001236,78556,燕麦奶火锅,单锅,,,,4520818,,0
加拿大五店,,,70001236,78557,燕麦奶火锅,拼锅,,,,4520818,,0
加拿大五店,,,70001236,78558,燕麦奶火锅,四宫格,,,,4520818,,0
加拿大四店,,,70001236,78556,燕麦奶火锅,单锅,,,,4523036,,0
加拿大四店,,,70001236,78557,燕麦奶火锅,拼锅,,,,4523036,,0
加拿大四店,,,70001236,78558,燕麦奶火锅,四宫格,,,,4523036,,0
加拿大四店,,,70001236,78556,燕麦奶火锅,单锅,,,,4520818,,0
加拿大四店,,,70001236,78557,燕麦奶火锅,拼锅,,,,4520818,,0
加拿大四店,,,70001236,78558,燕麦奶火锅,四宫格,,,,4520818,,0
加拿大三店,,,9030500,1002299,麻辣小龙虾,份,,,,4721390,,份
加拿大五店,0,0,90000252,70935,台湾小香肠,整份,,,,,,整份
加拿大三店,0,0,10020033,41033,年糕,整份,,,,1500713,,
加拿大三店,0,0,10020033,41034,年糕(半),半份,,,,1500713,,
加拿大五店,0,0,10020033,41033,年糕,整份,,,,1500713,年糕条（品坊，1KG*10包/箱）,
加拿大五店,0,0,10020033,41034,年糕(半),半份,,,,1500713,年糕条（品坊，1KG*10包/箱）,
加拿大三店,0,0,90002562,1006156,Crush Orange Soda,冰镇,,,,4520264,CRUSH ORANGE SODA（355ML*24瓶/箱）,听
加拿大三店,0,0,90002562,1006157,Crush Orange Soda,常温,,,,4520264,CRUSH ORANGE SODA（355ML*24瓶/箱）,听
加拿大四店,0,0,90002562,1006156,Crush Orange Soda,冰镇,,,,4520264,CRUSH ORANGE SODA（355ML*24瓶/箱）,听
加拿大四店,0,0,90002562,1006157,Crush Orange Soda,常温,,,,4520264,CRUSH ORANGE SODA（355ML*24瓶/箱）,听
加拿大五店,0,0,90002562,1006156,Crush Orange Soda,冰镇,,,,4520264,,听
加拿大五店,0,0,90002562,1006157,Crush Orange Soda,常温,,,,4520264,,听
加拿大三店,经典火锅菜,经典火锅菜类,9010147,30175,羊脑,整份,,,,4702852,羊脑,份
加拿大四店,经典火锅菜,经典火锅菜类,9010147,30175,羊脑,整份,,,,4702852,羊脑,份
加拿大五店,经典火锅菜,经典火锅菜类,9010147,30175,羊脑,整份,,,,4702852,羊脑,份
加拿大二店,荤菜,牛/羊肉,9010327,30399,鲜切金钱腱,整份,,,,4518106,金钱腱（LB）,份
加拿大二店,0,0,13070076,1005678,姜汁汽水（355ml）,冰镇,,,,,,听
加拿大二店,0,0,13070076,1005679,姜汁汽水（355ml）,常温,,,,,,听
加拿大五店,素菜,豆面制品,70002887,88260,炸腐竹,整份,,,,1501696,,
加拿大五店,,,90002443,1005175,墨鱼肠,份,,,,,,5.95
加拿大四店,,,90002378,1005018,八宝饭,整份,,,,4041178,,整份
加拿大四店,,,90000627,98326,牛肉圣诞塔,整份,,,,,,瓶
加拿大四店,锅底类,拼锅类,1010249,10239,酸辣金汤火锅,单锅,,,,,,锅
加拿大四店,锅底类,拼锅类,1010249,13343,酸辣金汤火锅,拼锅,,,,,,锅
加拿大四店,锅底类,拼锅类,1010249,13344,酸辣金汤火锅,四宫格,,,,,,锅
加拿大六店,锅底类,单锅类,1060066,10016,番茄火锅,单锅,,,,3002745,番茄火锅底料（300G*40包/件，加拿大内用）,锅
加拿大六店,锅底类,单锅类,1060066,13066,番茄火锅,拼锅,,,,3002745,番茄火锅底料（300G*40包/件，加拿大内用）,锅
加拿大六店,锅底类,单锅类,1060066,13102,番茄火锅,四宫格,,,,3002745,番茄火锅底料（300G*40包/件，加拿大内用）,锅
加拿大六店,锅底类,拼锅类,1060115,10241,胡椒猪肚鸡火锅,单锅,,,,3500205,猪肚,锅
加拿大六店,锅底类,拼锅类,1060115,13115,胡椒猪肚鸡火锅,拼锅,,,,3500205,猪肚,锅
加拿大六店,锅底类,拼锅类,1060115,13114,胡椒猪肚鸡火锅,四宫格,,,,3500205,猪肚,锅
加拿大六店,锅底类,拼锅类,1060115,10241,胡椒猪肚鸡火锅,单锅,,,,4521130,去骨去皮鸡腿肉,锅
加拿大六店,锅底类,拼锅类,1060115,13115,胡椒猪肚鸡火锅,拼锅,,,,4521130,去骨去皮鸡腿肉,锅
加拿大六店,锅底类,拼锅类,1060115,13114,胡椒猪肚鸡火锅,四宫格,,,,4521130,去骨去皮鸡腿肉,锅
加拿大六店,锅底类,单锅类,1060064,10090,经典麻辣火锅,单锅,,,,3003393,清油麻辣火锅底料（250G*30包/件）_加拿大版,锅
加拿大六店,锅底类,单锅类,1060064,13064,经典麻辣火锅,拼锅,,,,3003393,清油麻辣火锅底料（250G*30包/件）_加拿大版,锅
加拿大六店,锅底类,单锅类,1060064,13104,经典麻辣火锅,四宫格,,,,3003393,清油麻辣火锅底料（250G*30包/件）_加拿大版,锅
加拿大六店,锅底类,单锅类,1060064,10090,经典麻辣火锅,单锅,,,,1003028,牛油（20KG/件）,锅
加拿大六店,锅底类,单锅类,1060064,13064,经典麻辣火锅,拼锅,,,,1003028,牛油（20KG/件）,锅
加拿大六店,锅底类,单锅类,1060064,13104,经典麻辣火锅,四宫格,,,,1003028,牛油（20KG/件）,锅
加拿大六店,锅底类,单锅类,1060064,10090,经典麻辣火锅,单锅,,,,3002747,无渣调味粉（28G*120包/件，加拿大内用）,锅
加拿大六店,锅底类,单锅类,1060064,13064,经典麻辣火锅,拼锅,,,,3002747,无渣调味粉（28G*120包/件，加拿大内用）,锅
加拿大六店,锅底类,单锅类,1060064,13104,经典麻辣火锅,四宫格,,,,3002747,无渣调味粉（28G*120包/件，加拿大内用）,锅
加拿大六店,锅底类,拼锅类,1060063,10053,菌汤火锅,单锅,,,,4514602,菌汤火锅底料（105G*60袋/箱）,锅
加拿大六店,锅底类,拼锅类,1060063,13063,菌汤火锅,拼锅,,,,4514602,菌汤火锅底料（105G*60袋/箱）,锅
加拿大六店,锅底类,拼锅类,1060063,13101,菌汤火锅,四宫格,,,,4514602,菌汤火锅底料（105G*60袋/箱）,锅
加拿大六店,锅底类,拼锅类,1060063,10053,菌汤火锅,单锅,,,,4515863,黑松露橄榄油（250ML*12瓶/箱）,锅
